message_number,forum,subject,datetime,timezone,username,message_content
2075,Commotion-admin, [luci-theme-commotion] 1.0 theme integration,"Sat, 28 Dec 2013 10:37:01 -0800",-0800,Seamus Tuohy,"Merged #13.

"
2076,Commotion-admin, [luci-commotion-apps] Usability 1.0 Release (#62),"Sat, 28 Dec 2013 10:48:39 -0800",-0800,Seamus Tuohy,"Changes from usability UX/UI process being merged into master for 1.0 release.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion-apps usability

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion-apps/pull/62

-- Commit Summary --

  * gutted current type sorted application listing to focus on approved to banned status instead for the admin page. Next I will re-implement the old version for the non-admin page.
  * Got the non-admin user apps list working again. Will have to see about reducing copied code in the apps_*_display.htm files after the R1 release.
  * added applications types for each application to the application listing in both admin and non-admin lists.
  * got a working cbi implementation of app_settings
  * added correct map confirmation page settings
  * moved alias of applications to the list item
  * removed files relating to commotion-service-parser
  * converted to using commotion-service-manager and commotiond serval plugin
  * Merge pull request #42 from opentechinstitute/usability-CSM
  * added controls for anonymous addition of applications to the non admin application list section
  * Merge branch &#39;usability&#39; of http://github.com/opentechinstitute/commotion-apps into usability
  * added an admin submission section to the application portal in case there are no user submitted applications allowed.
  * fixed all application editing/forms to take you to admin if you are already in the admin section
  * Updated apps_view.htm formatting and css for proper alignment.
  * added a check for apps without types that was causing an error on the application list when a user did not choose a type for the application.
  * Merge branch &#39;usability&#39; of http://github.com/opentechinstitute/commotion-apps into usability
  * fixed a repeat of admin in the submission url.
  * updated app edit form to not double admin itself.
  * cleaning up after the constant cascade of errors I cause changing things.
  * fixing issues with redirects and validation
  * updated the applications settings to make allowperminant correspond with the back end.
  * remove depricated hashtag
  * fix serval-crypto calls
  * Merge branch &#39;usability&#39; of github.com:opentechinstitute/luci-commotion-apps into usability
  * removed some extra debugging
  * Merge branch &#39;usability&#39; of http://github.com/opentechinstitute/commotion-apps into usability
  * added css for apps form
  * switched fingerprint and signature fields by accident
  * Merge pull request #49 from opentechinstitute/usability-issue11
  * added formatting for front applications page, apps_view.htm
  * Merge pull request #51 from opentechinstitute/usability-appsview
  * correct app edit link
  * fix permanent checkbox on app edit page
  * restart instead of reload avahi (needed for CSM to recognize edited apps)
  * allow lifetime==0 in avahi service file
  * allow perminant disable now writes 0 instead of removing its section
  * Merge branch &#39;usability&#39; into non-exp-apps
  * added static values form values to expires remove function since the original object does not pass the form value to the object.
  * added a delete button to commotion-apps
  * added themeing for application deletion
  * Apps are repeating in non-admin display. Use only single app type.
  * Changed app type name from misc to applications
  * Merge pull request #55 from opentechinstitute/restart-avahi
  * added front end support for deletion as well as backend saving and committing of application deletion.
  * show non-categorized apps
  * Merge pull request #57 from opentechinstitute/non-admin-portal
  * removed extraneous paren
  * delete avahi service file
  * fix usage of luci.fs.unlink
  * Merge pull request #59 from opentechinstitute/delete_button
  * Merge pull request #58 from opentechinstitute/non-exp-apps
  * final fix so that application timeout does not dissapear when app timeout is turned off.
  * Removed yes/no from expiration checkbox
  * fix error displays on apps form; improve connection checking
  * Merge pull request #60 from opentechinstitute/expiration-language
  * Merge pull request #61 from opentechinstitute/r1-fixes

-- File Changes --

    M README.md (6)
    D commotion-service-parser (264)
    M lua/luci/controller/commotion/apps_controller.lua (1056)
    A lua/luci/model/cbi/commotion/app_settings.lua (76)
    D lua/luci/model/cbi/commotion/apps_cbi.lua (19)
    A lua/luci/view/commotion/apps_admin_display.htm (23)
    M lua/luci/view/commotion/apps_display.htm (1)
    M lua/luci/view/commotion/apps_form.htm (30)
    M lua/luci/view/commotion/apps_settings.htm (4)
    M lua/luci/view/commotion/apps_view.htm (47)
    M lua/luci/view/themes/commotion/apps_apps.htm (27)
    M lua/luci/view/themes/commotion/apps_categories.htm (2)
    M luci-static/commotion/admin_apps.js (62)
    M luci-static/commotion/apps.css (24)
    A luci-static/commotion/bann.png (0)
    M openwrt/Makefile (26)
    D uci-defaults/commotion-apps (7)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion-apps/pull/62.patch
https://github.com/opentechinstitute/luci-commotion-apps/pull/62.diff
"
2077,Commotion-admin, [luci-commotion-apps] Usability 1.0 Release,"Sat, 28 Dec 2013 10:48:46 -0800",-0800,Seamus Tuohy,"Merged #62.

"
2078,Commotion-admin, [olsrd] Converted olsrd-mdp to use,"Sat, 28 Dec 2013 13:33:18 -0800",-0800,Dan Staples,"Merged #15.

"
2079,Commotion-admin, [commotion-openwrt] Issue73 (#74),"Sat, 28 Dec 2013 15:07:22 -0800",-0800,Josh King,"Merged #74.

"
2080,Commotion-admin, [commotion-feed] Commotion service manager,"Sat, 28 Dec 2013 15:07:30 -0800",-0800,Josh King,"Merged #34.

"
2081,Commotion-admin, [commotion-feed] update olsrd makefile now,"Sat, 28 Dec 2013 15:07:30 -0800",-0800,Josh King,"Merged #42.

"
2082,Commotion-admin, [commotion-router] Remove netcat -e support,"Sat, 28 Dec 2013 15:39:13 -0800",-0800,areynold,"Closed #21.

"
2083,Commotion-admin, [luci-i18n-commotion] Rough draft of PO Script,"Sat, 28 Dec 2013 17:26:00 -0800",-0800,areynold,"First pass at an automated PO file generator. This script is in need of major refactoring. Contains lots of duplicate code and fast workarounds. 

Newly generated PO files will be in ./scripts/working/translations/ and must be copied back to ./translations/ by hand.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-i18n-commotion PO-script

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-i18n-commotion/pull/2

-- Commit Summary --

  * Update README.md
  * Create working tree
  * Clone or fetch updates to repos as needed
  * Quiet spurious warnings from Git::Repository
  * Ready to begin PO file manipulation
  * Git should ignore working directories
  * Can&#39;t use app::ack. Starting new direction
  * Incorporating jow&#39;s parse script from luci.subsignal.org.
  * Switched from system copy to file::copy
  * Parse keeps translatable strings associated with their file origins
  * Added hooks for po header creation
  * Merge duplicate strings before writing to file
  * Create container for diff-based add|delete instruction and associated strings
  * Adding hooks for PO file iteration
  * Usable translations extracted from po files
  * Pass translations and stringtable to PO writer
  * Strings can be used to find translations
  * File array built successfully
  * successful file creation. still need to generate headers.
  * PO-writer subroute creates complete translation file.
  * Header generator updates timestamp. Process inefficient.
  * Created associative array for stable:working files
  * Push new translations to github
  * Testing and revising add/commit/push
  * Lots of small bugfixes and/or workarounds. Functional but needs major overhaul
  * Merge branch &#39;master&#39; into PO-script
  * Uncommented important array, added some notifications

-- File Changes --

    A .gitignore (1)
    A scripts/parse.pl (423)
    A scripts/standard-header.tpl (17)

-- Patch Links --

https://github.com/opentechinstitute/luci-i18n-commotion/pull/2.patch
https://github.com/opentechinstitute/luci-i18n-commotion/pull/2.diff
"
2084,Commotion-admin, [luci-i18n-commotion] Rough draft of PO,"Sat, 28 Dec 2013 17:26:34 -0800",-0800,areynold,"Merged #2.

"
2085,Commotion-admin, [luci-i18n-commotion] Automatically generated po,"Sat, 28 Dec 2013 17:57:53 -0800",-0800,areynold,"Should keep relevant existing translations current, discard unneeded english strings, and add new english strings.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-i18n-commotion r1-po-files

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-i18n-commotion/pull/3

-- Commit Summary --

  * Automatically generated po files for commotion-router r1 release

-- File Changes --

    M translations/commotion-luci-ar.po (1281)
    M translations/commotion-luci-bg.po (1276)
    M translations/commotion-luci-en.po (1357)
    M translations/commotion-luci-es.po (1322)
    M translations/commotion-luci-fr.po (1321)
    M translations/commotion-luci-it.po (1304)

-- Patch Links --

https://github.com/opentechinstitute/luci-i18n-commotion/pull/3.patch
https://github.com/opentechinstitute/luci-i18n-commotion/pull/3.diff
"
2086,Commotion-admin, [luci-i18n-commotion] Write automation script,"Sun, 29 Dec 2013 10:30:49 -0800",-0800,critzo,"Closed #1.

"
2087,Commotion-admin, [luci-i18n-commotion] Automatically generated,"Sun, 29 Dec 2013 10:57:42 -0800",-0800,critzo,"@areynold  Grabbed these PO files to prepare for transifex and found a couple issues:
Generated PO files still have a number of duplicate strings. Reviewing them, I did a QA check on all the generated strings, found a few that needed to be updated & pushed those to master branches of luci-commotion, luci-commotion-apps per @jheretic

The perl script should do a final check for duplicate strings removing duplicates and msgstr line after it. 
This command will remove all duplicate lines and save as a new file, but needs to be modified to not remove lines containing 
```
msgstr """"
```
```
perl -ne 'print unless $seen{$_}++' commotion-luci-en.po > commotion-luci-en-1.po
```

"
2088,Commotion-admin, [commotion-mesh-applet] Integrate driver,"Thu, 02 Jan 2014 08:12:29 -0800",-0800,Griffin Boyce,"Was this issue closed as part of r1?

"
2089,Commotion-admin, [commotion-mesh-applet] November issues (#18),"Thu, 02 Jan 2014 08:12:54 -0800",-0800,Griffin Boyce,"What's the status of this pull request?

"
2090,Commotion-admin, [commotion-feed] Update luci-commotion,"Thu, 02 Jan 2014 09:07:53 -0800",-0800,Griffin Boyce,"Are we going to expand on the upstream freifunk-p2pblock script for v1.1?

"
2091,Commotion-admin, [commotion-mesh-applet] November issues (#18),"Thu, 02 Jan 2014 09:49:41 -0800",-0800,technosopher,"My own tests indicate that this pull request should be ready to be merged, but it'd be great to get independent verification that everything is working properly.On Thursday, January 2, 2014 11:12 EST, Griffin Boyce <notifications at github.com> wrote:?What's the status of this pull request??Reply to this email directly or view it on GitHub.--Jordan McCarthyOpen Technology Initiative | New America FoundationMy Public Key: C08D8042

"
2092,Commotion-admin, [commotion-mesh-applet] Integrate driver,"Thu, 02 Jan 2014 09:50:26 -0800",-0800,technosopher,"Yes, in theory, but the implementation is part of the stack of pull requests that are still waiting on independent verification.?On Thursday, January 2, 2014 11:12 EST, Griffin Boyce <notifications at github.com> wrote:?Was this issue closed as part of r1??Reply to this email directly or view it on GitHub.--Jordan McCarthyOpen Technology Initiative | New America FoundationMy Public Key: C08D8042

"
2093,Commotion-admin, [commotion-android] Aquiring wifi lock (#39),"Thu, 02 Jan 2014 13:01:33 -0800",-0800,hawkinswnaf,"What device are you using?

"
2094,Commotion-admin, [commotion-android] Aquiring wifi lock (#39),"Thu, 02 Jan 2014 13:23:13 -0800",-0800,geir54,"Same as above HTC desire HD running revolution HD 9.0. Android 2.3.5

"
2095,Commotion-admin, [commotion-android] olsrd crashes when clicking,"Thu, 02 Jan 2014 14:29:46 -0800",-0800,hawkinswnaf,"When clicking the Commotion icon in the UI to disconnect from the mesh, olsrd crashes. The app restarts and nothing terribly bad happens, but this is clearly not right.

"
2096,Commotion-admin, [commotion-android] Use new icon for,"Thu, 02 Jan 2014 15:08:44 -0800",-0800,hawkinswnaf,"Icon updated. Functionality getting closer: 8fa228e98faa0121b21dff89e25ea4bf7fec7d59

"
2097,Commotion-admin, [commotion-android] Update application icon,"Thu, 02 Jan 2014 15:10:17 -0800",-0800,hawkinswnaf,"Closed #30.

"
2098,Commotion-admin, [commotion-android] Update application icon,"Thu, 02 Jan 2014 15:10:18 -0800",-0800,hawkinswnaf,"Should be fixed in 6cd47dc56a239ec36ca6bc3c612fd8d39a4ac1e1

"
2099,Commotion-admin, [commotion-android] Create an About page (#31),"Fri, 03 Jan 2014 13:27:25 -0800",-0800,hawkinswnaf,"Had to rebase. The actual commit is now 1706798ed4ed00fdbe8dc41c1bd8b4a4d2b96708

"
2100,Commotion-admin, [nm-dispatcher-olsrd] November issues (#4),"Fri, 03 Jan 2014 13:41:44 -0800",-0800,technosopher,"Merged #4.

"
2101,Commotion-admin, [commotion-android] Update application icon,"Fri, 03 Jan 2014 13:28:23 -0800",-0800,hawkinswnaf,"Had to rebase. The actual commit is a292dc8a4522faade41d5ab37c9341d0f876bbfe

"
2102,Commotion-admin, [commotion-linux-py] November issues (#11),"Fri, 03 Jan 2014 13:37:56 -0800",-0800,technosopher,"Merged #11.

"
2103,Commotion-admin, [commotion-android] Use new icon for,"Fri, 03 Jan 2014 13:29:57 -0800",-0800,hawkinswnaf,"Functionality and icons are ready. See a925a535bfdf59a5c24b8237b9c51c677ce1a4d5

I am going to close!

"
2104,Commotion-admin, [commotion-android] Use new icon for,"Fri, 03 Jan 2014 13:29:57 -0800",-0800,hawkinswnaf,"Closed #33.

"
2105,Commotion-admin, [commotion-linux-py] Add driver compatibility,"Fri, 03 Jan 2014 13:37:56 -0800",-0800,technosopher,"Closed #9 via #11.

"
2106,Commotion-admin, [nm-dispatcher-olsrd] olsrd kill logic is too,"Fri, 03 Jan 2014 13:41:42 -0800",-0800,technosopher,"Closed #2 via #4.

"
2107,Commotion-admin, [commotion-mesh-applet] November issues (#18),"Fri, 03 Jan 2014 13:39:31 -0800",-0800,technosopher,"Merged #18.

"
2108,Commotion-admin, [commotion-mesh-applet] Integrate driver,"Fri, 03 Jan 2014 15:56:31 -0800",-0800,technosopher,"Closed #12.

"
2109,Commotion-admin, [commotion-mesh-applet] Integrate driver,"Fri, 03 Jan 2014 15:56:31 -0800",-0800,technosopher,"Initial driver check has been integrated into mesh-applet, such that the applet should always use the most optimal interface on a system unless explicitly told to do otherwise.  

"
2110,Commotion-admin, [commotion-mesh-applet] Provide mechanism to,"Fri, 03 Jan 2014 15:57:56 -0800",-0800,technosopher,"Closed #13.

"
2111,Commotion-admin, [commotion-mesh-applet] Provide mechanism to,"Fri, 03 Jan 2014 15:57:56 -0800",-0800,technosopher,"Preliminary profile editor has been created, with associated call to nm-dispatcher that causes the dispatcher to reload all profiles

"
2112,Commotion-admin, [commotion-mesh-applet] Add interface for,"Fri, 03 Jan 2014 15:58:45 -0800",-0800,technosopher,"Very basic profile editor is now included in the commotion-linux-py package

"
2113,Commotion-admin, [commotion-linux-py] Identify and manage profiles,"Fri, 03 Jan 2014 16:02:49 -0800",-0800,technosopher,"Linux clients components currently assume that a mesh profile's filename and SSID are the same - a very dangerous assumption that has little redeeming value.  Profiles should be handled internally exclusively via references to filename (which necessarily can never be duplicated).   

"
2114,Commotion-admin, [commotion-mesh-applet] Ubuntu 13.04 Ad-hoc,"Fri, 03 Jan 2014 16:06:11 -0800",-0800,technosopher,"Linux client now includes enough checks and warnings for incompatible drivers that I think this issue can be designated ""dealt with,"" if not completely resolved.  

"
2115,Commotion-admin, [commotion-mesh-applet] Ubuntu 13.04 Ad-hoc,"Fri, 03 Jan 2014 16:06:11 -0800",-0800,technosopher,"Closed #5.

"
2116,Commotion-admin, [commotion-android] Update menu items in,"Fri, 03 Jan 2014 16:58:25 -0800",-0800,hawkinswnaf,"Removed About since it is already reflected in the Tabs: eb8447368f99262d5587f65b0843bb5746407e1e

"
2117,Commotion-admin, [luci-i18n-commotion] Add Exstensable language,"Sun, 05 Jan 2014 07:39:22 -0800",-0800,Seamus Tuohy,"Makefile currently only works for languages where there two letter abbreviation is the first two letters of their name. Change the way this is parsed to allow for custom two letter abbreviations. 

"
2118,Commotion-admin, [luci-i18n-commotion] Create individual language,"Sun, 05 Jan 2014 07:42:07 -0800",-0800,Seamus Tuohy,"Package up single package installs of both luci and commotion strings and logic.

"
2119,Commotion-admin, [commotion-feed] Dashboard helper rewrite,"Mon, 06 Jan 2014 10:27:14 -0800",-0800,Ben West,"Sorry for adding this comment late, but wanted to share recent discover that tinc, the lightweight VPN client occasionally discussed on commotion-dev listserv has a hard dependency on libopenssl.  Members of tinc devel listserv say likely no (easy) options for running tinc with the embedded SSL implementations like cyassl or polarssl.  This likely may be moot for Commotion if you end up using Serval to provide a VPN layer.

"
2120,Commotion-admin, [luci-i18n-commotion] Clean up PO File Generator,"Tue, 07 Jan 2014 11:40:16 -0800",-0800,areynold,"The original PO file generator was pretty messy. This is a first attempt to improve readability and efficiency.
There is still some duplicate code, most notably in the Git functions, and the string parsing isn&#39;t perfect.

To test, you will need to install all of the prerequisite perl modules, then run parse.pl and look the new PO files over for flaws.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-i18n-commotion PO-script-rewrite

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-i18n-commotion/pull/6

-- Commit Summary --

  * rewrote repos, branches, sources as hash for more modular handling
  * Keep only unique strings from each file.
  * Removed duplicate date var from _Generate_PO_Header
  * Added better function separation
  * Deleted unused git upload code
  * Added copyright statement
  * Replaced uniq function with code from List::MoreUtils

-- File Changes --

    M scripts/parse.pl (650)

-- Patch Links --

https://github.com/opentechinstitute/luci-i18n-commotion/pull/6.patch
https://github.com/opentechinstitute/luci-i18n-commotion/pull/6.diff

"
2121,Commotion-admin, [commotion-router] Add compile-time,"Tue, 07 Jan 2014 12:39:57 -0800",-0800,areynold,"Preliminary testing with SSP has gone smoothly. Will move images to internal testbed before opening pull request (opentechinstitute/commotion-router/tree/enable-ssp).

Other possible options include PIE/ASLR, and replacing uclibc with hardened uclibc (https://wiki.gentoo.org/wiki/Project:Hardened_uClibc). PIE/ASLR will increase filesize and memory usage but initial tests with PIE Busybox were smooth. Replacing uclibc will likely be challenging.

"
2122,Commotion-admin, Your message to Chambana-rooters awaits moderator,"Tue, 07 Jan 2014 23:51:44 +0000",+0000,chambana-rooters-owner at lists.chambana.net,"Your mail to 'Chambana-rooters' with the subject

    Commotion Wireless Project account activation request

Is being held until the list moderator can review it for approval.

The reason it is being held:

    Too many recipients to the message

Either the message will get posted to the list, or you will receive
notification of the moderator's decision.  If you would like to cancel
this posting, please visit the following URL:

    https://lists.chambana.net/mailman/confirm/chambana-rooters/c10cbf318296edac3ebef9fcd1317c86ed5d363b


"
2123,Commotion-admin, [luci-commotion] Radio detection (#80),"Wed, 08 Jan 2014 08:02:26 -0800",-0800,areynold,"This is working on the tp-links as of r1

"
2124,Commotion-admin, [luci-commotion] Radio detection (#80),"Wed, 08 Jan 2014 08:02:26 -0800",-0800,areynold,"Closed #80.

"
2125,Commotion-admin, [commotiond] commotiond/uci profile BSSID,"Wed, 08 Jan 2014 08:03:04 -0800",-0800,Josh King,"This was resolve in https://github.com/opentechinstitute/commotiond/commit/578ad38acf7cf61ad78b147bb4f24b41b98ffd14 and https://github.com/opentechinstitute/commotiond/commit/c08a6c52e23dded85f0b5da8ae7d2b822bc1bfdd

"
2126,Commotion-admin, [commotiond] commotiond/uci profile BSSID,"Wed, 08 Jan 2014 08:03:04 -0800",-0800,Josh King,"Closed #69.

"
2127,Commotion-admin, [luci-commotion] Update to support new,"Wed, 08 Jan 2014 08:04:47 -0800",-0800,Josh King,"@elationfoundation, this has been resolved, correct?

"
2128,Commotion-admin, [commotion-dashboard-helper] Check for,"Wed, 08 Jan 2014 08:08:11 -0800",-0800,Josh King,"@areynold, what's the status of this issue?

"
2129,Commotion-admin, [commotion-dashboard-helper] Check for,"Wed, 08 Jan 2014 08:10:37 -0800",-0800,areynold,"Sorry. Thought I closed that. It was fixed in 6c9f24ac7e645f3c4e69476faef978db4cf1e8b2

"
2130,Commotion-admin, [commotion-dashboard-helper] Check for,"Wed, 08 Jan 2014 08:10:37 -0800",-0800,areynold,"Closed #13.

"
2131,Commotion-admin, [luci-commotion] Update luci-proto-commotion,"Wed, 08 Jan 2014 08:20:49 -0800",-0800,areynold,"Closed #27.

"
2132,Commotion-admin, [luci-commotion] Update to support new,"Wed, 08 Jan 2014 08:20:56 -0800",-0800,areynold,"Closed #115.

"
2133,Commotion-admin, [luci-commotion] Status (page) (#91),"Wed, 08 Jan 2014 08:21:05 -0800",-0800,areynold,"Closed #91.

"
2134,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Wed, 08 Jan 2014 08:21:11 -0800",-0800,areynold,"Closed #92.

"
2135,Commotion-admin, [luci-commotion] Shared Mesh Keychain (page),"Wed, 08 Jan 2014 08:21:17 -0800",-0800,areynold,"Closed #102.

"
2136,Commotion-admin, [commotion-router] Feature request: Add,"Wed, 08 Jan 2014 08:21:21 -0800",-0800,Josh King,"Closed #54.

"
2137,Commotion-admin, [commotion-router] thisnode alias setting,"Wed, 08 Jan 2014 08:21:57 -0800",-0800,Josh King,"Closed #73.

"
2138,Commotion-admin, [commotion-router] thisnode alias setting,"Wed, 08 Jan 2014 08:21:56 -0800",-0800,Josh King,"Fixed by https://github.com/opentechinstitute/commotion-router/pull/74

"
2139,Commotion-admin, [luci-i18n-commotion] Automatically generated,"Wed, 08 Jan 2014 08:36:43 -0800",-0800,areynold,"Closing this out and will re-run after #6 is merged. Output from the new script should be more consistent.

"
2140,Commotion-admin, [luci-i18n-commotion] Automatically generated,"Wed, 08 Jan 2014 08:36:43 -0800",-0800,areynold,"Closed #3.

"
2141,Commotion-admin, [commotion-feed] added a better formatted,"Wed, 08 Jan 2014 08:56:33 -0800",-0800,Seamus Tuohy,"To test this package use this branch of commotion-feed. 
$ make menuconfig
--Choose commotion/translations/LANGUAGE (french and spanish currently active)
--Save menuconfig
$ make
Once logged into the node go to the advanced/system/languages menu and choose the language package you installed
Go to any other advanced menu page too see if the language was installed correctly
telnet into the node and find the Commotion-LANGUAGE package with 
$ opkg list|grep Commotion
If this all works... you golden and can merge this pull request.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-feed luci-i18n-commotion-issue-4

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-feed/pull/43

-- Commit Summary --

  * added a better formatted makefile that allows for proper language titles.

-- File Changes --

    M packages/luci-i18n-commotion/Makefile (72)

-- Patch Links --

https://github.com/opentechinstitute/commotion-feed/pull/43.patch
https://github.com/opentechinstitute/commotion-feed/pull/43.diff

"
2142,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Wed, 08 Jan 2014 08:58:03 -0800",-0800,Seamus Tuohy,"This page still has one broken column and incomplete functionality. As such, reopened.

"
2143,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Wed, 08 Jan 2014 08:58:03 -0800",-0800,Seamus Tuohy,"Reopened #92.

"
2144,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Wed, 08 Jan 2014 09:30:41 -0800",-0800,areynold,"Which column is still broken?
![nearby-md-screenshot](https://f.cloud.github.com/assets/755312/1870645/8682280a-788a-11e3-8576-06cb33f4e4b7.png)


"
2145,Commotion-admin, [luci-commotion] Update luci-proto-commotion,"Wed, 08 Jan 2014 11:01:08 -0800",-0800,Josh King,"Reopened #27.

"
2146,Commotion-admin, [commotion-router] Set vi autoindent off by,"Wed, 08 Jan 2014 11:43:32 -0800",-0800,areynold,"Will help prevent cascading indents when developing directly on router.

To test:
1. Copy a block of text with multiple indent levels (e.g., a few stanzas of /etc/config/network)
2. open a scratch file (e.g., `vi foo`) and paste. The text should appear properly formatted.
3. In the same file, in command mode (`&lt;esc&gt;`), type `:set ai`, then switch to insert and paste again. Each line of text should be indented one additional level.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-router set-noai

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-router/pull/82

-- Commit Summary --

  * Supplying new default profile with vi autoindent off by default

-- File Changes --

    A default-files/etc/profile (16)

-- Patch Links --

https://github.com/opentechinstitute/commotion-router/pull/82.patch
https://github.com/opentechinstitute/commotion-router/pull/82.diff

"
2147,Commotion-admin, [commotion-router] Set vi autoindent off by,"Wed, 08 Jan 2014 11:49:47 -0800",-0800,Ben West,"Oooh, this is a very handy tweak to vi's profile!

"
2148,Commotion-admin, [commotion-router] Set vi autoindent off by,"Wed, 08 Jan 2014 11:51:56 -0800",-0800,areynold,"Glad you like it. I figured the response would go one of two ways.
You're welcome to test the build so it can be merged.

"
2149,Commotion-admin, [commotion-feed] added a better formatted,"Wed, 08 Jan 2014 12:10:22 -0800",-0800,areynold,"@elationfoundation I get a fatal build error on the spanish package:
```rm -rf /mnt/build_tree_3/commotion-router/openwrt/staging_dir/target-mips_r2_uClibc-0.9.33.2/root-ar71xx/tmp-Commotion-French
touch /mnt/build_tree_3/commotion-router/openwrt/staging_dir/target-mips_r2_uClibc-0.9.33.2/root-ar71xx/stamp/.Commotion-French_installed
mkdir -p /mnt/build_tree_3/commotion-router/openwrt/bin/ar71xx/packages /mnt/build_tree_3/commotion-router/openwrt/build_dir/target-mips_r2_uClibc-0.9.33.2/luci-i18n-commotion-master/ipkg-ar71xx/Commotion-Spanish/CONTROL /mnt/build_tree_3/commotion-router/openwrt/staging_dir/target-mips_r2_uClibc-0.9.33.2/pkginfo
/mnt/build_tree_3/commotion-router/openwrt/build_dir/target-mips_r2_uClibc-0.9.33.2/luci-i18n-commotion-master/po2lmo/src/po2lmo /mnt/build_tree_3/commotion-router/openwrt/build_dir/target-mips_r2_uClibc-0.9.33.2/luci-i18n-commotion-master/translations/commotion-luci-sp.po /mnt/build_tree_3/commotion-router/openwrt/build_dir/target-mips_r2_uClibc-0.9.33.2/luci-i18n-commotion-master/lang/commotion-luci-sp.lmo
Usage: /mnt/build_tree_3/commotion-router/openwrt/build_dir/target-mips_r2_uClibc-0.9.33.2/luci-i18n-commotion-master/po2lmo/src/po2lmo input.po output.lmo
make[3]: *** [/mnt/build_tree_3/commotion-router/openwrt/bin/ar71xx/packages/Commotion-Spanish_master-1_ar71xx.ipk] Error 1
make[3]: Leaving directory `/mnt/build_tree_3/commotion-router/openwrt/feeds/commotion/packages/luci-i18n-commotion'
```

"
2150,Commotion-admin, [commotion-router] Set vi autoindent off by,"Wed, 08 Jan 2014 14:06:29 -0800",-0800,Ben West,"Looks like github is having issues right now, can't pull from the repo.  I
can revisit this later in the evening.


On Wed, Jan 8, 2014 at 1:51 PM, areynold <notifications at github.com> wrote:

> Glad you like it. I figured the response would go one of two ways.
> You're welcome to test the build so it can be merged.
>
> ?
> Reply to this email directly or view it on GitHub<https://github.com/opentechinstitute/commotion-router/pull/82#issuecomment-31871178>
> .
"
2151,Commotion-admin, [commotion-router] Set vi autoindent off by,"Wed, 08 Jan 2014 21:42:15 -0800",-0800,Ben West,"Unfortunately looks like my build tree is a bit out of date, and recompiling after refreshing all repos now fails due to a missing commotion.h which I can't locate.  I won't be able to test this new profile file directly this evening.

"
2152,Commotion-admin, Your message to Chambana-rooters awaits moderator,"Thu, 09 Jan 2014 09:06:11 +0000",+0000,chambana-rooters-owner at lists.chambana.net,"Your mail to 'Chambana-rooters' with the subject

    Commotion Wireless Project account activation request

Is being held until the list moderator can review it for approval.

The reason it is being held:

    Too many recipients to the message

Either the message will get posted to the list, or you will receive
notification of the moderator's decision.  If you would like to cancel
this posting, please visit the following URL:

    https://lists.chambana.net/mailman/confirm/chambana-rooters/71dcf7631ff6d3855367770c15a6782cee0ff26b


"
2153,Commotion-admin, [commotion-docs] Commotion Construction Kit,"Thu, 09 Jan 2014 08:11:54 -0800",-0800,critzo,"Please review CCK modules for usability, utility, accuracy, etc. 
Provide your feedback here as comments.

CCK modules are available in HTML or PDF here:
https://commotionwireless.net/docs/cck

"
2154,Commotion-admin, [commotion-docs] CCK: what additional modules?,"Thu, 09 Jan 2014 08:14:06 -0800",-0800,critzo,"What additional documentation would be useful for the Commotion Construction Kit or for the Commotion website in general?

Submit your ideas as comments here.

"
2155,Commotion-admin," [commotion-docs] Review website layout, design,","Thu, 09 Jan 2014 08:19:15 -0800",-0800,critzo,"Do you have comments about https://commotionwireless.net ? Please submit your thoughts on usability, design, layout, and menu/placement, page naming, etc. as comments here. 

"
2156,Commotion-admin, [luci-commotion-apps] I have no idea how this,"Thu, 09 Jan 2014 08:19:49 -0800",-0800,Dan Staples,"doesn&#39;t need testing.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion-apps app-form-misc

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion-apps/pull/63

-- Commit Summary --

  * I have no idea how this line got here or what it is for

-- File Changes --

    M lua/luci/view/commotion/apps_form.htm (5)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion-apps/pull/63.patch
https://github.com/opentechinstitute/luci-commotion-apps/pull/63.diff

"
