message_number,forum,subject,datetime,timezone,username,message_content
255,Commotion-discuss, Local applications for your networks?,"Thu, 24 Jul 2014 10:25:09 -0400",-0400,Andy Gunn,"Hi network builders - I have a question for you all. We are planning on
putting together a listing of applications that would or could work well
as locally hosted services for community networks - i.e. chat servers,
file servers, blog platforms, etc.

What local applications are you using on your networks now? If you
aren't using any, are there applications you have looked into and / or
are interesting? Do you know if these can be hosted locally?

For instance:
* MediaGrid [1] - chat and file sharing
* Kiwix [2] - offline or locally hosted Wikipedia

Just compiling a list for now, thanks for all your help and input!
-Andy


[1] https://github.com/dismantl/MediaGrid
[2] http://www.kiwix.org/wiki/Wikipedia

-- 
Andy Gunn, Field Engineer
Open Technology Institute, New America Foundation
andygunn at opentechinstitute.org | 202-596-3484
"
256,Commotion-discuss, Local applications for your networks?,"Thu, 24 Jul 2014 15:30:10 -0400",-0400,Anthony S,"our ""local"" applications are actually web applications. Collecting Stop and
Frisk incident info, and a Bus Time app.
I would very, very much like to hear about local application options.
t


On Thu, Jul 24, 2014 at 10:25 AM, Andy Gunn <andygunn at opentechinstitute.org>
wrote:

> Hi network builders - I have a question for you all. We are planning on
> putting together a listing of applications that would or could work well
> as locally hosted services for community networks - i.e. chat servers,
> file servers, blog platforms, etc.
>
> What local applications are you using on your networks now? If you
> aren't using any, are there applications you have looked into and / or
> are interesting? Do you know if these can be hosted locally?
>
> For instance:
> * MediaGrid [1] - chat and file sharing
> * Kiwix [2] - offline or locally hosted Wikipedia
>
> Just compiling a list for now, thanks for all your help and input!
> -Andy
>
>
> [1] https://github.com/dismantl/MediaGrid
> [2] http://www.kiwix.org/wiki/Wikipedia
>
> --
> Andy Gunn, Field Engineer
> Open Technology Institute, New America Foundation
> andygunn at opentechinstitute.org | 202-596-3484
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
"
257,Commotion-discuss, Broken Search  & Commotion/Zabbix,"Sat, 03 May 2014 11:24:41 -0400",-0400,Seamus Tuohy,"Hey Anthony!

See inline.

On 04/30/2014 10:18 PM, Anthony S wrote:
> Hello everyone. First time caller. I couldnt figure out how to search the
> archives, so apologies if this has been discussed elsewhere.
> 

First, This has not been covered in the listserv before. There are only
some config files relating to zabbix that have been discussed.

The bigger problem is that it looks like lists.chambana.net listservs
have been removed from a variety of search engines (google & duckduckgo
included.) This means that there is no accessable way to search the
archives currently.

The only search that I found that indexed it still was ixquick. But,
they last indexed the listservs in 2012.

We should add an on-site search option for the lists until we get this
figured out. Does mailman 2  have search built in?

s2e

> We are trying to install Zabbix on some of our Commotion nodes. I have a
> couple questions.
> 
> I dont see the Configuration tab/button on the top of the Zabbix page, the
> one I would use to add a new host. Is it possible that my admin privileges
> dont allow me to do this?
> 
> Also, a couple of the nodes have it installed correctly on the router, but
> only report a couple types of info.  MAc 802.11 and WIFI, but WIFI only has
> SNR data.
> 
> I have attached a screen shot, which shows both of these issues.
> thanks
> tony
> 
> 
> 
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
> 
"
258,Commotion-discuss, Broken Search  & Commotion/Zabbix,"Sat, 03 May 2014 11:43:40 -0400",-0400,Seamus Tuohy,"Anthony,

I should also point out that that last message is completely useless at
solving your actual problem. Sorry!

I don't know zabbix, just listservs. :)

s2e

On 05/03/2014 11:24 AM, Seamus Tuohy wrote:
> Hey Anthony!
> 
> See inline.
> 
> On 04/30/2014 10:18 PM, Anthony S wrote:
"
259,Commotion-discuss, QOS,"Sun, 04 May 2014 18:47:46 -0400",-0400,Andy Gunn,"Hey Anderson - my colleague Ryan reminded me about QoS on the Ubiquiti
devices, and how we have discussed that it isn't necessarily the best idea.

The problem with Ubiquiti devices is that they don't have a large amount
of memory to store the data for QoS, so as traffic gets heavier,
performance can take a big hit. This is just a guess, but I wouldn't
enable QoS in OpenWRT or Commotion on any device that has less than 64MB
of RAM (not flash). Just for reference, the Ubiquiti PicoStation M and
NanoStation M routers we have used for building our test networks have
only 32MB of RAM. Ubiquiti Rocket M series devices have 64MB of RAM though.

As we work towards supporting more router models, QoS performance
impacts will be something worth testing.

I wanted to mention this on the list (and I believe others have
mentioned it in the past - Ben I'm looking in your direction), and ask
what QoS or rate limiting folks are doing on their networks, and how
well does your solution work?


On 04/23/2014 08:39 PM, Andy Gunn wrote:
> Hey Anderson - the settings for QOS are under Advanced -> Networking ->
> QOS. You can also find instructions on where to find that, and a bunch
> of other settings in the CCK Configuration guide:
> http://commotionwireless.net/docs/cck/installing-configuring/configure-commotion/#bandwidth-qos
> 
> 
> 
> On 4/23/2014 6:09 PM, Anderson Walworth wrote:
"
260,Commotion-discuss," Remote site, solar-battery data logger.","Thu, 8 May 2014 01:23:54 -0400",-0400,Jared Hoy,"I'm thinking about setting up some high vantage point routers that are
operated by a solar panel and some small SLA or lithium batteries. I have
been looking around for low cost solar chargers that incorporate ""smart
charging"" capabilities combined with data logging and network-ability.

Does anyone know of any small, low cost, weatherproof solar chargers that
can charge a single sealed lead acid battery, lithium ion, or similar
battery? Something that also incorporates a small data logging memory that
can be accessed and visualized remotely over a network connection?
Something that is HTML so it can be viewed in a webpage on any platform?
Maybe even email alerts to alert when the system requires maintenance?

Like I said, the routers would be located in difficult to reach and remote
locations and should be stand alone and off the grid. I need a way to keep
an eye on the system without being physically present unless absolutely
necessary. Ideally the only malfunction that should occur would be a
failing battery and would need to be continuously monitored for the
continued safety and security of the community.

I'd like to avoid building my own chargers unless there is no commercially
viable and inexpensive solution.

Any comments, thoughts, suggestions?

thanks,
Jared
"
261,Commotion-discuss, Building a commotion network to support 2000,"Sat, 10 May 2014 00:58:48 +0800",+0800,Paul Liu,"Has anyone had the experience of building a commotion network that can
support 2000 concurrent users?

Any advice on how to build it, potential pit fall? total equipment cost?

Best Regards
Paul Liu
"
262,Commotion-discuss, Building a commotion network to support,"Fri, 9 May 2014 12:10:36 -0500",-0500,Ben West,"My recommendation, from operating a mesh network with firmware very similar
to Commotion, that serves ~100 people daily, would be to focus on how many
mesh nodes you would need to deploy.  Likewise, since there is no way to
fit 2000 users on a single 2.4GHz channel, you would be needing to segment
such a large deployment into pocket meshes, e.g. a handful of nodes in each
mesh, with adjacent meshes programmed to non-overlapping channels.
Backhaul between these pocket meshes could be done with 5.8GHz radios, or
wired backhaul depending on your situation.

To help with estimating how many nodes you'd need, it's fair to assume each
node could only support up to 5 (or possibly 10) simultaneous clients
before either the node itself exhausts its RAM (only 32Mbytes onboard
memory) or before the particular channel used by that ( node + its
neighboring nodes + all clients ) becomes saturated.



On Fri, May 9, 2014 at 11:58 AM, Paul Liu <paulsc.liu at gmail.com> wrote:

> Has anyone had the experience of building a commotion network that can
> support 2000 concurrent users?
>
> Any advice on how to build it, potential pit fall? total equipment cost?
>
> Best Regards
> Paul Liu
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
"
263,Commotion-discuss, Building a commotion network to support,"Fri, 9 May 2014 10:18:58 -0700",-0700,Commotion-discuss.NeoPhyte_Rep at OrdinaryAmerican.net,"You might want to examine the work done at The Free Network Foundation <
https://thefnf.org/ >. They have a muti-tier architecture..


On Fri, May 9, 2014 at 9:58 AM, Paul Liu - paulsc.liu at gmail.com wrote:

> Has anyone had the experience of building a commotion network that can
> support 2000 concurrent users?
>
> Any advice on how to build it, potential pit fall? total equipment cost?
>
> Best Regards
> Paul Liu
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
>
"
264,Commotion-discuss, Building a commotion network to support,"Fri, 9 May 2014 12:24:17 -0500",-0500,Commotion-discuss.NeoPhyte_Rep at OrdinaryAmerican.net,"WasabiNet also does multi-tier, albeit smaller than FNF:
http://gowasabi.net/media/151


On Fri, May 9, 2014 at 12:18 PM, <
Commotion-discuss.NeoPhyte_Rep at ordinaryamerican.net> wrote:

> You might want to examine the work done at The Free Network Foundation <
> https://thefnf.org/ >. They have a muti-tier architecture..
>
>
> On Fri, May 9, 2014 at 9:58 AM, Paul Liu - paulsc.liu at gmail.com wrote:
>
"
265,Commotion-discuss, Building a commotion network to support,"Fri, 9 May 2014 12:24:17 -0500",-0500,Ben West,"WasabiNet also does multi-tier, albeit smaller than FNF:
http://gowasabi.net/media/151


On Fri, May 9, 2014 at 12:18 PM, <
Commotion-discuss.NeoPhyte_Rep at ordinaryamerican.net> wrote:

> You might want to examine the work done at The Free Network Foundation <
> https://thefnf.org/ >. They have a muti-tier architecture..
>
>
> On Fri, May 9, 2014 at 9:58 AM, Paul Liu - paulsc.liu at gmail.com wrote:
>
"
266,Commotion-discuss, Building a commotion network to support,"Fri, 9 May 2014 10:25:53 -0700",-0700,Commotion-discuss.NeoPhyte_Rep at OrdinaryAmerican.net,"You might want to examine the work done at The Free Network Foundation <
https://thefnf.org/ >. They have a muti-tier architecture..


On Fri, May 9, 2014 at 9:58 AM, Paul Liu - paulsc.liu at gmail.com wrote:

> Has anyone had the experience of building a commotion network that can
> support 2000 concurrent users?
>
> Any advice on how to build it, potential pit fall? total equipment cost?
>
> Best Regards
> Paul Liu
>
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
>
>
"
267,Commotion-discuss, Building a commotion network to support,"Sat, 10 May 2014 15:30:00 +0800",+0800,Paul Liu,"Hi Ben,

Thank you for your feedback. We will review our overall deployment design.

Here is some additional information. We will build a customized node. The
prototype is using a dual core ARM cpu with 2GB ram, gigabyte Ethernet as wired
backhaul. We will hookup USB WiFi dongle to service the clients.

We do plan to test wireless backhaul and probably run it on 5.8GHz radios.

Right now the design call for each node to support 30 to 50 clients. We
will try to find out what kind of usage scenario is possible. Data only?
with voice? with video? How will transfer large data affect the performance?

Cheers,
Paul

If it is necessary, we can use quad cores or 8 cores ARM CPU.


On Sat, May 10, 2014 at 1:10 AM, Ben West <ben at gowasabi.net> wrote:

> My recommendation, from operating a mesh network with firmware very
> similar to Commotion, that serves ~100 people daily, would be to focus on
> how many mesh nodes you would need to deploy.  Likewise, since there is no
> way to fit 2000 users on a single 2.4GHz channel, you would be needing to
> segment such a large deployment into pocket meshes, e.g. a handful of nodes
> in each mesh, with adjacent meshes programmed to non-overlapping channels.
> Backhaul between these pocket meshes could be done with 5.8GHz radios, or
> wired backhaul depending on your situation.
>
> To help with estimating how many nodes you'd need, it's fair to assume
> each node could only support up to 5 (or possibly 10) simultaneous clients
> before either the node itself exhausts its RAM (only 32Mbytes onboard
> memory) or before the particular channel used by that ( node + its
> neighboring nodes + all clients ) becomes saturated.
>
>
>
> On Fri, May 9, 2014 at 11:58 AM, Paul Liu <paulsc.liu at gmail.com> wrote:
>
"
268,Commotion-discuss, Building a commotion network to support,"Sun, 11 May 2014 11:15:50 -0500",-0500,Ben West,"Wow, that would be a lot of CPU and RAM behind a single 802.11n radio.
Given at host machine with that many resources, I think you may find the
USB dongle itself becoming a bottleneck far before the host CPU sees any
significant load.  The USB protocol stack itself (e.g. the ath9k_htc
driver) is going to impose limitations on throughput in and out of the
dongle, likely to be far less than the USB link speed.  Embedded nodes use
faster bus interfaces such like mini-PCI for this reason.

Also, you would be sacrificing some channel capacity if your USB dongle has
only 1 RP-SMA port (making 2x2 MIMO unavailable), or if it uses itty bitty
internal patch antennae.

For a node capable of hosting 30-50 clients, here is an ARM9-based single
board computer, with a mini-PCI slot:
http://www.gateworks.com/product/item/laguna-gw2388-4-network-processor

Likewise, here is a mini-PCI 802.11n radio from UBNT.  Two coaxial jacks
for antenna diversity:
http://shop.bizsyscon.com/ubiquiti-sr71-12-mimo-802-11b-g-n-2ghz-mini-pci/

This bug ticket does suggest at least one person has met moderate success
running both of these units together under OpenWRT:
https://dev.openwrt.org/ticket/13465

Also, there should be other options for single board computer  + mini-PCI
with OpenWRT support out there, if that is your host OS of choice.



On Sat, May 10, 2014 at 2:30 AM, Paul Liu <paulsc.liu at gmail.com> wrote:

> Hi Ben,
>
> Thank you for your feedback. We will review our overall deployment design.
>
> Here is some additional information. We will build a customized node. The
> prototype is using a dual core ARM cpu with 2GB ram, gigabyte Ethernet as wired
> backhaul. We will hookup USB WiFi dongle to service the clients.
>
> We do plan to test wireless backhaul and probably run it on 5.8GHz radios.
>
> Right now the design call for each node to support 30 to 50 clients. We
> will try to find out what kind of usage scenario is possible. Data only?
> with voice? with video? How will transfer large data affect the performance?
>
> Cheers,
> Paul
>
> If it is necessary, we can use quad cores or 8 cores ARM CPU.
>
>
> On Sat, May 10, 2014 at 1:10 AM, Ben West <ben at gowasabi.net> wrote:
>
"
269,Commotion-discuss, Building a commotion network to support,"Mon, 12 May 2014 01:10:34 +0800",+0800,Paul Liu,"Hi Ben,

Thanks for the suggestion. I will check them out. I do like to ask your
opinion about the following:

Several new ARM boards with 8 cores that is coming out have USB 3.0
build-in. On-board memory will start from 2GB and some might have 4GB. Do
you think USB 3.0 WiFi dongle with 8 core ARM board might provide good
performance?

We will get some WiFi dongle with big antenna or modify it and graft some
big antenna onto it.

Driver might be an issue. We do not know until we have the board and WiFi
dongle to run some test.

Paul



On Mon, May 12, 2014 at 12:15 AM, Ben West <ben at gowasabi.net> wrote:

> Wow, that would be a lot of CPU and RAM behind a single 802.11n radio.
> Given at host machine with that many resources, I think you may find the
> USB dongle itself becoming a bottleneck far before the host CPU sees any
> significant load.  The USB protocol stack itself (e.g. the ath9k_htc
> driver) is going to impose limitations on throughput in and out of the
> dongle, likely to be far less than the USB link speed.  Embedded nodes use
> faster bus interfaces such like mini-PCI for this reason.
>
> Also, you would be sacrificing some channel capacity if your USB dongle
> has only 1 RP-SMA port (making 2x2 MIMO unavailable), or if it uses itty
> bitty internal patch antennae.
>
> For a node capable of hosting 30-50 clients, here is an ARM9-based single
> board computer, with a mini-PCI slot:
> http://www.gateworks.com/product/item/laguna-gw2388-4-network-processor
>
> Likewise, here is a mini-PCI 802.11n radio from UBNT.  Two coaxial jacks
> for antenna diversity:
> http://shop.bizsyscon.com/ubiquiti-sr71-12-mimo-802-11b-g-n-2ghz-mini-pci/
>
> This bug ticket does suggest at least one person has met moderate success
> running both of these units together under OpenWRT:
> https://dev.openwrt.org/ticket/13465
>
> Also, there should be other options for single board computer  + mini-PCI
> with OpenWRT support out there, if that is your host OS of choice.
>
>
>
> On Sat, May 10, 2014 at 2:30 AM, Paul Liu <paulsc.liu at gmail.com> wrote:
>
"
270,Commotion-discuss, Building a commotion network to support,"Sun, 11 May 2014 12:24:17 -0500",-0500,Ben West,"Hi Paul, likely the USB driver will remain a potential bottleneck, as your
USB dongle itself will presumably only talk at USB 2.0 speeds and not
utilize 3.0 anyway.  You would need a dongle that is advertised at USB 3.0
compliant, and which has robust linux / OpenWRT support.  My guess is that
mini-PCI would probably offer better options for adequate bus speed +
sufficient driver support.


On Sun, May 11, 2014 at 12:10 PM, Paul Liu <paulsc.liu at gmail.com> wrote:

> Hi Ben,
>
> Thanks for the suggestion. I will check them out. I do like to ask your
> opinion about the following:
>
> Several new ARM boards with 8 cores that is coming out have USB 3.0
> build-in. On-board memory will start from 2GB and some might have 4GB. Do
> you think USB 3.0 WiFi dongle with 8 core ARM board might provide good
> performance?
>
> We will get some WiFi dongle with big antenna or modify it and graft some
> big antenna onto it.
>
> Driver might be an issue. We do not know until we have the board and WiFi
> dongle to run some test.
>
> Paul
>
>
>
> On Mon, May 12, 2014 at 12:15 AM, Ben West <ben at gowasabi.net> wrote:
>
"
271,Commotion-discuss, Building a commotion network to support,"Mon, 12 May 2014 01:25:04 +0800",+0800,Paul Liu,"Dear Ben,

The reason that we consider these new ARM boards and USB 3.0 WiFi dongle
because they are cheap and we might be able to use 802.11ac as backhaul. We
are very cost driven but we want to get the best performance that we can
get.

Paul


On Mon, May 12, 2014 at 1:10 AM, Paul Liu <paulsc.liu at gmail.com> wrote:

> Hi Ben,
>
> Thanks for the suggestion. I will check them out. I do like to ask your
> opinion about the following:
>
> Several new ARM boards with 8 cores that is coming out have USB 3.0
> build-in. On-board memory will start from 2GB and some might have 4GB. Do
> you think USB 3.0 WiFi dongle with 8 core ARM board might provide good
> performance?
>
> We will get some WiFi dongle with big antenna or modify it and graft some
> big antenna onto it.
>
> Driver might be an issue. We do not know until we have the board and WiFi
> dongle to run some test.
>
> Paul
>
>
>
> On Mon, May 12, 2014 at 12:15 AM, Ben West <ben at gowasabi.net> wrote:
>
"
272,Commotion-discuss, LED programming for mesh status?,"Sun, 11 May 2014 15:46:24 -0500",-0500,john coleman,"under ""System"" is an option called: ""LED Configuration""
I have Ubiquiti picostation  m2hp units that have multiple LEDs.
Ive figured out how to turn the LEDs on and off but would like to have one turn on only when the picostation is meshed with other stations on the mesh.
Alternatively I'd like to have one of the LEDs turn on when there is access to the internet.
Is there an available trigger that would do either one of these?
To be honest I'm pretty ignorant of network programming so the listed triggers don't mean much to me.
thanks,
john


"
273,Commotion-discuss, LED programming for mesh status?,"Mon, 12 May 2014 14:32:36 -0400",-0400,Seamus Tuohy,"Hey Jon,

I think all of these would require a custom led script. The
documentation for all the available scripts can be found here.

http://wiki.openwrt.org/doc/uci/system#leds

The scripts themselves are written in C from what I can tell. Here is
the list of all the current scripts source code before they are compiled.

https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/plain/drivers/leds/trigger/

I hope this helps.

s2e


On 05/11/2014 04:46 PM, john coleman wrote:
> under ""System"" is an option called: ""LED Configuration""
> I have Ubiquiti picostation  m2hp units that have multiple LEDs.
> Ive figured out how to turn the LEDs on and off but would like to have
> one turn on only when the picostation is meshed with other stations on
> the mesh.
> Alternatively I'd like to have one of the LEDs turn on when there is
> access to the internet.
> Is there an available trigger that would do either one of these?
> To be honest I'm pretty ignorant of network programming so the listed
> triggers don't mean much to me.
> thanks,
> john
> 
> 
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
"
274,Commotion-discuss," Remote site, solar-battery data logger.","Tue, 13 May 2014 09:54:44 -0400",-0400,Dan Staples,"That sounds like a tall order :)

I've had little experience with solar powered tech, but from what I have
worked with and seen, there isn't any sort of all-in-one package like
the kind of thing you describe. Folks I've seen that have rigged up
solar panels and batteries to routers and the like have had pretty DIY
setups.

One person who I would suggest talking to is Danny Iland
(http://www.dannyiland.com/). He does solar-powered wifi router stuff,
which he demoed at last year's Int'l Summit for Community Wireless Networks.

-Dan

On 05/08/2014 01:23 AM, Jared Hoy wrote:
> I'm thinking about setting up some high vantage point routers that are
> operated by a solar panel and some small SLA or lithium batteries. I
> have been looking around for low cost solar chargers that incorporate
> ""smart charging"" capabilities combined with data logging and
> network-ability. 
> 
> Does anyone know of any small, low cost, weatherproof solar chargers
> that can charge a single sealed lead acid battery, lithium ion, or
> similar battery? Something that also incorporates a small data logging
> memory that can be accessed and visualized remotely over a network
> connection? Something that is HTML so it can be viewed in a webpage on
> any platform? Maybe even email alerts to alert when the system requires
> maintenance?
> 
> Like I said, the routers would be located in difficult to reach and
> remote locations and should be stand alone and off the grid. I need a
> way to keep an eye on the system without being physically present unless
> absolutely necessary. Ideally the only malfunction that should occur
> would be a failing battery and would need to be continuously monitored
> for the continued safety and security of the community.
> 
> I'd like to avoid building my own chargers unless there is no
> commercially viable and inexpensive solution.
> 
> Any comments, thoughts, suggestions?
> 
> thanks,
> Jared
> 
> 
> 
> _______________________________________________
> Commotion-discuss mailing list
> Commotion-discuss at lists.chambana.net
> https://lists.chambana.net/mailman/listinfo/commotion-discuss
> 

-- 
Dan Staples

Open Technology Institute
https://commotionwireless.net
OpenPGP key: http://disman.tl/pgp.asc
Fingerprint: 2480 095D 4B16 436F 35AB 7305 F670 74ED BD86 43A9
"
275,Commotion-discuss," Remote site, solar-battery data logger.","Tue, 13 May 2014 10:47:45 -0400",-0400,Dan Staples,"Another interesting resource:
https://github.com/IRNAS/ServalRuggedBatteryPack

On 05/13/2014 09:54 AM, Dan Staples wrote:
> That sounds like a tall order :)
> 
> I've had little experience with solar powered tech, but from what I have
> worked with and seen, there isn't any sort of all-in-one package like
> the kind of thing you describe. Folks I've seen that have rigged up
> solar panels and batteries to routers and the like have had pretty DIY
> setups.
> 
> One person who I would suggest talking to is Danny Iland
> (http://www.dannyiland.com/). He does solar-powered wifi router stuff,
> which he demoed at last year's Int'l Summit for Community Wireless Networks.
> 
> -Dan
> 
> On 05/08/2014 01:23 AM, Jared Hoy wrote:
"
276,Commotion-discuss," Remote site, solar-battery data logger.","Tue, 13 May 2014 10:53:10 -0400",-0400,Andy Gunn,"Hi Jared - just to follow up on Dan's message, I think you will probably
have to use a few products to accomplish this task, or plan on spending
quite a bit for a higher-end charge controller.

Just a note: I'm not a solar expert, but I did do a stint as an
electrician, working on solar installations along with the usual
residential stuff. I am more of an expert on remote monitoring,
instrumentation and control from my time working in radio, where remote
control of distant transmitter sites is a must.

That said, I was able to find a charge controller from a company I have
actually heard of that has Ethernet access and some semblance of control
over the web. Note: I have not used this controller before, so I can't
speak to it's features:
http://www.midnitesolar.com/productPhoto.php?product_ID=331&productCatName=Charge%20Controllers%20-%20Classics&productCat_ID=21&sortOrder=5&act=p

Obviously, it's not cheap, so that doesn't fit your low cost need. My
suggestion is to use an off-the-shelf charge controller, and combine it
with a remote monitoring sensor or remote control unit that you can
program to monitor voltages, temperatures and use internal relays to
reboot or disconnect equipment.

Some examples of lower cost PWM charge controllers are here:
http://www.solar-electric.com/stpwmchco.html
(Though PWM are not the most efficient charge controllers, they are
lower cost)

A company called Control By Web has a series of very good remote control
units with web interfaces:
http://www.controlbyweb.com/products.html

While they are not exactly cheap, they are robust and some have multiple
features. They are also small, DIN rail mountable, and low power. My
recommendation is the X-320, though it might be overkill:
http://www.controlbyweb.com/x320/

If you have more time on yours hands, something like an Arduino or
Raspberry Pi can be set up to take in voltages or sensor data on the
analog inputs, control external relays, and is fully programmable. I'm
not an expert with those, so I am only speculating, but I think would be
able to serve your purpose very well.

Sorry I don't have a magic bullet, but I'm hoping someone out there is
working on one!
-A


On 05/13/2014 09:54 AM, Dan Staples wrote:
> That sounds like a tall order :)
> 
> I've had little experience with solar powered tech, but from what I have
> worked with and seen, there isn't any sort of all-in-one package like
> the kind of thing you describe. Folks I've seen that have rigged up
> solar panels and batteries to routers and the like have had pretty DIY
> setups.
> 
> One person who I would suggest talking to is Danny Iland
> (http://www.dannyiland.com/). He does solar-powered wifi router stuff,
> which he demoed at last year's Int'l Summit for Community Wireless Networks.
> 
> -Dan
> 
> On 05/08/2014 01:23 AM, Jared Hoy wrote:
"
277,Commotion-discuss, LED programming for mesh status?,"Tue, 13 May 2014 11:28:45 -0400",-0400,Andy Gunn,"Hi Jon - just a quick follow up to Seamus' earlier e-mail, there is a
way to set up something close to what you want for showing when a router
is meshed. I'm not sure how to indicate that a router has a gateway
connection in a simple way, it seems like the scripts Seamus mentions
might be the only way.

If you go to the menu that you indicated, and add an LED state:
1. Select the LED you want, ""ubnt:red:link:1"" for instance for the red
light.
2. Select the ""netdev"" trigger
3. Select the device ""wlan0-1"" for the mesh interface
4. Select ""transmit"" or ""receive"" as the trigger mode.

Repeat for the other trigger mode, so you have both transmit and receive
tied to separate LEDs (say orange and red, or orange and another green
light).

Save and apply. You should see the light flash for traffic in the
particular direction indicated (received or transmitted), which can
indicate mesh traffic. If it isn't meshing, you will see no traffic!

I know it isn't exactly what you were looking for, but it can be helpful
for seeing the mesh in action.
-A


On 05/12/2014 02:32 PM, Seamus Tuohy wrote:
> Hey Jon,
> 
> I think all of these would require a custom led script. The
> documentation for all the available scripts can be found here.
> 
> http://wiki.openwrt.org/doc/uci/system#leds
> 
> The scripts themselves are written in C from what I can tell. Here is
> the list of all the current scripts source code before they are compiled.
> 
> https://git.kernel.org/cgit/linux/kernel/git/stable/linux-stable.git/plain/drivers/leds/trigger/
> 
> I hope this helps.
> 
> s2e
> 
> 
> On 05/11/2014 04:46 PM, john coleman wrote:
"
278,Commotion-discuss, seeking input - what additional routers should,"Wed, 14 May 2014 08:42:01 -0400",-0400,Chris Ritzo,"Hello! The Commotion team is working on expanding support for additional
router models and would love to hear from the community on this list
about what routers you're using or would like to use with Commotion.

I've put together a summary blog post with more info:
http://commotionwireless.net/blog/2014/05/13/little-box-of-routers/

With our upcoming point release (Commotion Router 1.1), we'll be adding
supported images for several routers:

- TP Link WDR4300
- Mikrotik RB411AH
- Buffalo G300NH
- Buffalo AG300N

In general, Commotion Router has these system requirements:

- Wireless chipset (target) is ar71xx or atheros
- The router has greater than 4MB of flash
(4MB is recommended for optimal support - we're working on images for
the many routers with 4MB of flash memory)
- The router supports OpenWRT 10.x Attitude Adjustment or greater

We’ve compiled a list of potentially compatible routers on our wiki as a
guide
(https://wiki.commotionwireless.net/doku.php?id=development_resources:router:hardware_compatibility_list)


But we'd also like to hear from you to help focus our list to support
hardware that's available in your area. We'd particularly like to hear
from folks who are not in the US.

If you are interested in helping out and have one or more of the routers
on our list, contact us! We’ll even build a testing image for you if
your device is compatible!

-- 
"
279,Commotion-discuss, [Commotion-dev] seeking input - what,"Wed, 14 May 2014 17:30:22 -0500",-0500,Ben West,"There are a handful of products now sold, similar in form factor to the
small TP-Link routers, with affinity to mesh networks.  They're all quite
OpenWRT friendly, so adding Commotion support could be as simple as adding
another target to the buildbot's runlist.

Mesh Potato v2
http://store.villagetelco.com/mesh-potatoes/mesh-potato-2-basic.html

GL-iNet v1 (this just recently appeared)
http://www.gl-inet.com/w/?page_id=308&lang=en
http://www.amazon.com/gp/product/B00JL2AOXQ?ie=UTF8&seller=A364119SDJA4QG&sn=alzhao(8MB
flash)
http://www.amazon.com/gp/product/B00JKFE0FW?ie=UTF8&seller=A364119SDJA4QG&sn=alzhao(16MB
flash)

There is also an upcoming product from Nubelium in Spain that looks near
identical to the Mesh Potato v2:
https://twitter.com/nubelium/media

Likewise Serval's Mesh Extender device:
https://www.indiegogo.com/projects/speak-freely

P.S. I have Attitude Adjustment running with USB on a TP-Link TL3420 v2,
too.  Still not doing anything useful with pivot root, tho.



On Wed, May 14, 2014 at 7:42 AM, Chris Ritzo
<critzo at opentechinstitute.org>wrote:

> Hello! The Commotion team is working on expanding support for additional
> router models and would love to hear from the community on this list
> about what routers you're using or would like to use with Commotion.
>
> I've put together a summary blog post with more info:
> http://commotionwireless.net/blog/2014/05/13/little-box-of-routers/
>
> With our upcoming point release (Commotion Router 1.1), we'll be adding
> supported images for several routers:
>
> - TP Link WDR4300
> - Mikrotik RB411AH
> - Buffalo G300NH
> - Buffalo AG300N
>
> In general, Commotion Router has these system requirements:
>
> - Wireless chipset (target) is ar71xx or atheros
> - The router has greater than 4MB of flash
> (4MB is recommended for optimal support - we're working on images for
> the many routers with 4MB of flash memory)
> - The router supports OpenWRT 10.x Attitude Adjustment or greater
>
> We’ve compiled a list of potentially compatible routers on our wiki as a
> guide
> (
> https://wiki.commotionwireless.net/doku.php?id=development_resources:router:hardware_compatibility_list
> )
>
>
> But we'd also like to hear from you to help focus our list to support
> hardware that's available in your area. We'd particularly like to hear
> from folks who are not in the US.
>
> If you are interested in helping out and have one or more of the routers
> on our list, contact us! We’ll even build a testing image for you if
> your device is compatible!
>
> --
> "
